,Unnamed: 0,m1,m2,p,maxDeg,cull,attempts
5808,5808,6,3,0.8,70,True,1
5812,5812,6,3,0.9,20,True,7
5814,5814,6,3,0.9,30,True,1
5816,5816,6,3,0.9,50,True,2
5818,5818,6,3,0.9,70,True,2
5822,5822,6,3,1.0,20,True,1
5824,5824,6,3,1.0,30,True,1
5826,5826,6,3,1.0,50,True,1
5828,5828,6,3,1.0,70,True,6
5831,5831,6,4,0.0,10,False,1
5832,5832,6,4,0.0,20,True,4
5833,5833,6,4,0.0,20,False,1
5834,5834,6,4,0.0,30,True,1
5835,5835,6,4,0.0,30,False,1
5836,5836,6,4,0.0,50,True,1
5837,5837,6,4,0.0,50,False,1
5838,5838,6,4,0.0,70,True,1
5839,5839,6,4,0.0,70,False,1
5841,5841,6,4,0.1,10,False,1
5842,5842,6,4,0.1,20,True,9
5843,5843,6,4,0.1,20,False,1
5844,5844,6,4,0.1,30,True,1
5845,5845,6,4,0.1,30,False,1
5846,5846,6,4,0.1,50,True,1
5847,5847,6,4,0.1,50,False,1
5848,5848,6,4,0.1,70,True,2
5849,5849,6,4,0.1,70,False,1
5851,5851,6,4,0.2,10,False,1
5852,5852,6,4,0.2,20,True,1
5853,5853,6,4,0.2,20,False,1
5854,5854,6,4,0.2,30,True,1
5855,5855,6,4,0.2,30,False,1
5856,5856,6,4,0.2,50,True,1
5857,5857,6,4,0.2,50,False,1
5858,5858,6,4,0.2,70,True,1
5859,5859,6,4,0.2,70,False,1
5861,5861,6,4,0.3,10,False,1
5863,5863,6,4,0.3,20,False,1
5864,5864,6,4,0.3,30,True,1
5865,5865,6,4,0.3,30,False,1
5866,5866,6,4,0.3,50,True,1
5867,5867,6,4,0.3,50,False,1
5868,5868,6,4,0.3,70,True,1
5869,5869,6,4,0.3,70,False,1
5871,5871,6,4,0.4,10,False,1
5872,5872,6,4,0.4,20,True,8
5873,5873,6,4,0.4,20,False,1
5874,5874,6,4,0.4,30,True,1
5875,5875,6,4,0.4,30,False,1
5876,5876,6,4,0.4,50,True,1
5877,5877,6,4,0.4,50,False,1
5878,5878,6,4,0.4,70,True,1
5879,5879,6,4,0.4,70,False,1
5881,5881,6,4,0.5,10,False,2
5883,5883,6,4,0.5,20,False,1
5884,5884,6,4,0.5,30,True,4
5885,5885,6,4,0.5,30,False,1
5886,5886,6,4,0.5,50,True,1
5887,5887,6,4,0.5,50,False,1
5888,5888,6,4,0.5,70,True,1
5889,5889,6,4,0.5,70,False,1
5892,5892,6,4,0.6,20,True,5
5894,5894,6,4,0.6,30,True,3
5896,5896,6,4,0.6,50,True,1
5898,5898,6,4,0.6,70,True,1
5902,5902,6,4,0.7,20,True,9
5904,5904,6,4,0.7,30,True,2
5906,5906,6,4,0.7,50,True,1
5908,5908,6,4,0.7,70,True,1
5912,5912,6,4,0.8,20,True,1
5914,5914,6,4,0.8,30,True,2
5916,5916,6,4,0.8,50,True,1
5918,5918,6,4,0.8,70,True,1
5922,5922,6,4,0.9,20,True,2
5924,5924,6,4,0.9,30,True,1
5926,5926,6,4,0.9,50,True,1
5928,5928,6,4,0.9,70,True,1
5932,5932,6,4,1.0,20,True,2
5934,5934,6,4,1.0,30,True,1
5936,5936,6,4,1.0,50,True,1
5941,5941,6,5,0.0,10,False,1
5942,5942,6,5,0.0,20,True,3
5943,5943,6,5,0.0,20,False,1
5944,5944,6,5,0.0,30,True,1
5945,5945,6,5,0.0,30,False,1
5946,5946,6,5,0.0,50,True,1
5947,5947,6,5,0.0,50,False,1
5948,5948,6,5,0.0,70,True,1
5949,5949,6,5,0.0,70,False,1
5952,5952,6,5,0.1,20,True,3
5954,5954,6,5,0.1,30,True,2
5956,5956,6,5,0.1,50,True,1
5958,5958,6,5,0.1,70,True,1
5962,5962,6,5,0.2,20,True,1
5964,5964,6,5,0.2,30,True,1
5966,5966,6,5,0.2,50,True,1
5968,5968,6,5,0.2,70,True,1
5972,5972,6,5,0.3,20,True,1
5974,5974,6,5,0.3,30,True,1
5976,5976,6,5,0.3,50,True,1
5978,5978,6,5,0.3,70,True,1
5982,5982,6,5,0.4,20,True,3
5984,5984,6,5,0.4,30,True,1
5986,5986,6,5,0.4,50,True,1
5988,5988,6,5,0.4,70,True,1
5992,5992,6,5,0.5,20,True,2
5994,5994,6,5,0.5,30,True,1
5996,5996,6,5,0.5,50,True,2
5998,5998,6,5,0.5,70,True,1
6002,6002,6,5,0.6,20,True,1
6004,6004,6,5,0.6,30,True,2
6006,6006,6,5,0.6,50,True,1
6008,6008,6,5,0.6,70,True,1
6012,6012,6,5,0.7,20,True,1
6014,6014,6,5,0.7,30,True,1
6016,6016,6,5,0.7,50,True,1
6018,6018,6,5,0.7,70,True,1
6022,6022,6,5,0.8,20,True,2
6024,6024,6,5,0.8,30,True,1
6026,6026,6,5,0.8,50,True,1
6028,6028,6,5,0.8,70,True,1
6032,6032,6,5,0.9,20,True,1
6034,6034,6,5,0.9,30,True,1
6036,6036,6,5,0.9,50,True,1
6038,6038,6,5,0.9,70,True,4
6042,6042,6,5,1.0,20,True,4
6044,6044,6,5,1.0,30,True,1
6046,6046,6,5,1.0,50,True,1
6052,6052,6,6,0.0,20,True,1
6054,6054,6,6,0.0,30,True,1
6056,6056,6,6,0.0,50,True,1
6062,6062,6,6,0.1,20,True,2
6064,6064,6,6,0.1,30,True,1
6066,6066,6,6,0.1,50,True,1
6072,6072,6,6,0.2,20,True,1
6074,6074,6,6,0.2,30,True,1
6076,6076,6,6,0.2,50,True,1
6078,6078,6,6,0.2,70,True,1
6082,6082,6,6,0.3,20,True,4
6084,6084,6,6,0.3,30,True,1
6086,6086,6,6,0.3,50,True,1
6088,6088,6,6,0.3,70,True,2
6092,6092,6,6,0.4,20,True,1
6094,6094,6,6,0.4,30,True,1
6096,6096,6,6,0.4,50,True,1
6098,6098,6,6,0.4,70,True,10
6102,6102,6,6,0.5,20,True,2
6104,6104,6,6,0.5,30,True,1
6106,6106,6,6,0.5,50,True,1
6108,6108,6,6,0.5,70,True,4
6112,6112,6,6,0.6,20,True,2
6114,6114,6,6,0.6,30,True,1
6116,6116,6,6,0.6,50,True,1
6118,6118,6,6,0.6,70,True,5
6120,6120,6,6,0.7,10,True,7
6122,6122,6,6,0.7,20,True,1
6124,6124,6,6,0.7,30,True,1
6126,6126,6,6,0.7,50,True,1
6128,6128,6,6,0.7,70,True,10
6132,6132,6,6,0.8,20,True,3
6134,6134,6,6,0.8,30,True,1
6136,6136,6,6,0.8,50,True,1
6142,6142,6,6,0.9,20,True,1
6144,6144,6,6,0.9,30,True,1
6146,6146,6,6,0.9,50,True,1
6148,6148,6,6,0.9,70,True,3
6152,6152,6,6,1.0,20,True,1
6154,6154,6,6,1.0,30,True,1
6156,6156,6,6,1.0,50,True,1
6158,6158,6,6,1.0,70,True,9
6160,6160,6,7,0.0,10,True,1
6162,6162,6,7,0.0,20,True,1
6164,6164,6,7,0.0,30,True,1
6170,6170,6,7,0.1,10,True,2
6172,6172,6,7,0.1,20,True,2
6174,6174,6,7,0.1,30,True,1
6176,6176,6,7,0.1,50,True,6
6180,6180,6,7,0.2,10,True,2
6182,6182,6,7,0.2,20,True,1
6184,6184,6,7,0.2,30,True,2
6186,6186,6,7,0.2,50,True,6
6190,6190,6,7,0.3,10,True,2
6192,6192,6,7,0.3,20,True,1
6194,6194,6,7,0.3,30,True,1
6196,6196,6,7,0.3,50,True,2
6202,6202,6,7,0.4,20,True,2
6204,6204,6,7,0.4,30,True,1
6206,6206,6,7,0.4,50,True,1
6210,6210,6,7,0.5,10,True,1
6212,6212,6,7,0.5,20,True,3
6214,6214,6,7,0.5,30,True,1
6216,6216,6,7,0.5,50,True,1
6220,6220,6,7,0.6,10,True,2
6222,6222,6,7,0.6,20,True,1
6224,6224,6,7,0.6,30,True,1
6226,6226,6,7,0.6,50,True,3
6230,6230,6,7,0.7,10,True,9
6232,6232,6,7,0.7,20,True,2
6234,6234,6,7,0.7,30,True,1
6236,6236,6,7,0.7,50,True,2
6242,6242,6,7,0.8,20,True,3
6244,6244,6,7,0.8,30,True,1
6246,6246,6,7,0.8,50,True,1
6252,6252,6,7,0.9,20,True,1
6254,6254,6,7,0.9,30,True,1
6256,6256,6,7,0.9,50,True,1
6258,6258,6,7,0.9,70,True,1
6260,6260,6,7,1.0,10,True,6
6262,6262,6,7,1.0,20,True,2
6264,6264,6,7,1.0,30,True,1
6266,6266,6,7,1.0,50,True,1
6268,6268,6,7,1.0,70,True,4
6270,6270,6,8,0.0,10,True,1
6272,6272,6,8,0.0,20,True,1
6274,6274,6,8,0.0,30,True,1
6280,6280,6,8,0.1,10,True,2
6282,6282,6,8,0.1,20,True,1
6284,6284,6,8,0.1,30,True,1
6290,6290,6,8,0.2,10,True,1
6292,6292,6,8,0.2,20,True,1
6294,6294,6,8,0.2,30,True,1
6300,6300,6,8,0.3,10,True,1
6302,6302,6,8,0.3,20,True,2
6304,6304,6,8,0.3,30,True,1
6310,6310,6,8,0.4,10,True,1
6312,6312,6,8,0.4,20,True,1
6314,6314,6,8,0.4,30,True,1
6320,6320,6,8,0.5,10,True,1
6322,6322,6,8,0.5,20,True,3
6324,6324,6,8,0.5,30,True,2
6330,6330,6,8,0.6,10,True,2
6332,6332,6,8,0.6,20,True,1
6334,6334,6,8,0.6,30,True,1
6340,6340,6,8,0.7,10,True,3
6342,6342,6,8,0.7,20,True,1
6344,6344,6,8,0.7,30,True,1
6346,6346,6,8,0.7,50,True,1
6350,6350,6,8,0.8,10,True,3
6352,6352,6,8,0.8,20,True,5
6354,6354,6,8,0.8,30,True,1
6356,6356,6,8,0.8,50,True,1
6360,6360,6,8,0.9,10,True,10
6362,6362,6,8,0.9,20,True,2
6364,6364,6,8,0.9,30,True,1
6366,6366,6,8,0.9,50,True,1
6372,6372,6,8,1.0,20,True,3
6374,6374,6,8,1.0,30,True,1
6376,6376,6,8,1.0,50,True,1
6378,6378,6,8,1.0,70,True,2
6382,6382,6,9,0.0,20,True,2
6384,6384,6,9,0.0,30,True,1
6392,6392,6,9,0.1,20,True,2
6394,6394,6,9,0.1,30,True,1
6402,6402,6,9,0.2,20,True,3
6404,6404,6,9,0.2,30,True,2
6412,6412,6,9,0.3,20,True,1
6414,6414,6,9,0.3,30,True,1
6420,6420,6,9,0.4,10,True,1
6422,6422,6,9,0.4,20,True,4
6424,6424,6,9,0.4,30,True,1
6430,6430,6,9,0.5,10,True,1
6432,6432,6,9,0.5,20,True,1
6434,6434,6,9,0.5,30,True,1
6440,6440,6,9,0.6,10,True,2
6442,6442,6,9,0.6,20,True,3
6444,6444,6,9,0.6,30,True,1
6450,6450,6,9,0.7,10,True,1
6452,6452,6,9,0.7,20,True,3
6454,6454,6,9,0.7,30,True,1
6456,6456,6,9,0.7,50,True,1
6460,6460,6,9,0.8,10,True,5
6462,6462,6,9,0.8,20,True,1
6464,6464,6,9,0.8,30,True,1
6466,6466,6,9,0.8,50,True,2
6470,6470,6,9,0.9,10,True,1
6472,6472,6,9,0.9,20,True,1
6474,6474,6,9,0.9,30,True,1
6476,6476,6,9,0.9,50,True,1
6480,6480,6,9,1.0,10,True,8
6482,6482,6,9,1.0,20,True,1
6484,6484,6,9,1.0,30,True,1
6486,6486,6,9,1.0,50,True,1
6488,6488,6,9,1.0,70,True,1
6492,6492,6,10,0.0,20,True,1
6494,6494,6,10,0.0,30,True,3
6502,6502,6,10,0.1,20,True,1
6504,6504,6,10,0.1,30,True,1
6512,6512,6,10,0.2,20,True,1
6514,6514,6,10,0.2,30,True,1
6522,6522,6,10,0.3,20,True,7
6524,6524,6,10,0.3,30,True,1
6532,6532,6,10,0.4,20,True,2
6534,6534,6,10,0.4,30,True,1
6542,6542,6,10,0.5,20,True,1
6544,6544,6,10,0.5,30,True,1
6552,6552,6,10,0.6,20,True,4
6554,6554,6,10,0.6,30,True,1
6560,6560,6,10,0.7,10,True,1
6562,6562,6,10,0.7,20,True,2
6564,6564,6,10,0.7,30,True,1
6570,6570,6,10,0.8,10,True,1
6572,6572,6,10,0.8,20,True,1
6574,6574,6,10,0.8,30,True,1
6576,6576,6,10,0.8,50,True,4
6580,6580,6,10,0.9,10,True,1
6582,6582,6,10,0.9,20,True,2
6584,6584,6,10,0.9,30,True,1
6586,6586,6,10,0.9,50,True,1
6590,6590,6,10,1.0,10,True,5
6592,6592,6,10,1.0,20,True,4
6594,6594,6,10,1.0,30,True,1
6596,6596,6,10,1.0,50,True,1
6621,6621,7,1,0.2,10,False,1
6623,6623,7,1,0.2,20,False,1
6625,6625,7,1,0.2,30,False,1
6627,6627,7,1,0.2,50,False,1
6628,6628,7,1,0.2,70,True,5
6629,6629,7,1,0.2,70,False,1
6631,6631,7,1,0.3,10,False,1
6633,6633,7,1,0.3,20,False,1
6635,6635,7,1,0.3,30,False,1
6637,6637,7,1,0.3,50,False,1
6639,6639,7,1,0.3,70,False,1
6641,6641,7,1,0.4,10,False,1
6643,6643,7,1,0.4,20,False,1
6645,6645,7,1,0.4,30,False,1
6647,6647,7,1,0.4,50,False,1
6649,6649,7,1,0.4,70,False,1
6651,6651,7,1,0.5,10,False,1
6653,6653,7,1,0.5,20,False,1
6655,6655,7,1,0.5,30,False,1
6657,6657,7,1,0.5,50,False,1
6659,6659,7,1,0.5,70,False,1
6661,6661,7,1,0.6,10,False,1
6663,6663,7,1,0.6,20,False,1
6665,6665,7,1,0.6,30,False,1
6667,6667,7,1,0.6,50,False,1
6669,6669,7,1,0.6,70,False,1
6673,6673,7,1,0.7,20,False,6
6675,6675,7,1,0.7,30,False,2
6677,6677,7,1,0.7,50,False,2
6702,6702,7,1,1.0,20,True,6
6704,6704,7,1,1.0,30,True,1
6721,6721,7,2,0.1,10,False,1
6723,6723,7,2,0.1,20,False,1
6725,6725,7,2,0.1,30,False,1
6726,6726,7,2,0.1,50,True,5
6727,6727,7,2,0.1,50,False,1
6728,6728,7,2,0.1,70,True,1
6729,6729,7,2,0.1,70,False,1
6731,6731,7,2,0.2,10,False,1
6733,6733,7,2,0.2,20,False,1
6735,6735,7,2,0.2,30,False,1
6736,6736,7,2,0.2,50,True,3
6737,6737,7,2,0.2,50,False,2
6738,6738,7,2,0.2,70,True,1
6739,6739,7,2,0.2,70,False,1
6741,6741,7,2,0.3,10,False,1
6743,6743,7,2,0.3,20,False,1
6745,6745,7,2,0.3,30,False,1
6747,6747,7,2,0.3,50,False,1
6748,6748,7,2,0.3,70,True,2
6749,6749,7,2,0.3,70,False,1
6751,6751,7,2,0.4,10,False,1
6753,6753,7,2,0.4,20,False,1
6755,6755,7,2,0.4,30,False,1
6757,6757,7,2,0.4,50,False,1
6758,6758,7,2,0.4,70,True,3
6759,6759,7,2,0.4,70,False,1
6761,6761,7,2,0.5,10,False,1
6763,6763,7,2,0.5,20,False,1
6765,6765,7,2,0.5,30,False,1
6767,6767,7,2,0.5,50,False,1
6768,6768,7,2,0.5,70,True,3
6769,6769,7,2,0.5,70,False,1
6771,6771,7,2,0.6,10,False,1
6773,6773,7,2,0.6,20,False,1
6775,6775,7,2,0.6,30,False,2
6777,6777,7,2,0.6,50,False,2
6778,6778,7,2,0.6,70,True,2
6779,6779,7,2,0.6,70,False,1
6788,6788,7,2,0.7,70,True,4
6796,6796,7,2,0.8,50,True,10
6806,6806,7,2,0.9,50,True,5
6812,6812,7,2,1.0,20,True,2
6814,6814,7,2,1.0,30,True,1
6816,6816,7,2,1.0,50,True,1
6821,6821,7,3,0.0,10,False,1
6823,6823,7,3,0.0,20,False,1
6824,6824,7,3,0.0,30,True,7
6825,6825,7,3,0.0,30,False,1
6826,6826,7,3,0.0,50,True,2
6827,6827,7,3,0.0,50,False,1
6828,6828,7,3,0.0,70,True,1
6829,6829,7,3,0.0,70,False,1
6831,6831,7,3,0.1,10,False,1
6833,6833,7,3,0.1,20,False,1
6835,6835,7,3,0.1,30,False,1
6836,6836,7,3,0.1,50,True,1
6837,6837,7,3,0.1,50,False,1
6838,6838,7,3,0.1,70,True,2
6839,6839,7,3,0.1,70,False,1
6841,6841,7,3,0.2,10,False,1
6843,6843,7,3,0.2,20,False,1
6844,6844,7,3,0.2,30,True,1
6845,6845,7,3,0.2,30,False,1
6846,6846,7,3,0.2,50,True,1
6847,6847,7,3,0.2,50,False,1
6848,6848,7,3,0.2,70,True,1
6849,6849,7,3,0.2,70,False,1
6851,6851,7,3,0.3,10,False,1
6853,6853,7,3,0.3,20,False,1
6855,6855,7,3,0.3,30,False,1
6856,6856,7,3,0.3,50,True,1
6857,6857,7,3,0.3,50,False,1
6858,6858,7,3,0.3,70,True,1
6859,6859,7,3,0.3,70,False,1
6861,6861,7,3,0.4,10,False,1
6863,6863,7,3,0.4,20,False,1
6865,6865,7,3,0.4,30,False,1
6866,6866,7,3,0.4,50,True,1
6867,6867,7,3,0.4,50,False,1
6868,6868,7,3,0.4,70,True,1
6869,6869,7,3,0.4,70,False,1
6871,6871,7,3,0.5,10,False,2
6873,6873,7,3,0.5,20,False,1
6875,6875,7,3,0.5,30,False,1
6876,6876,7,3,0.5,50,True,1
6877,6877,7,3,0.5,50,False,1
6878,6878,7,3,0.5,70,True,1
6879,6879,7,3,0.5,70,False,1
6886,6886,7,3,0.6,50,True,1
6888,6888,7,3,0.6,70,True,1
6896,6896,7,3,0.7,50,True,2
6898,6898,7,3,0.7,70,True,1
6904,6904,7,3,0.8,30,True,10
6906,6906,7,3,0.8,50,True,1
6908,6908,7,3,0.8,70,True,6
6914,6914,7,3,0.9,30,True,1
6916,6916,7,3,0.9,50,True,1
6922,6922,7,3,1.0,20,True,1
6924,6924,7,3,1.0,30,True,1
6931,6931,7,4,0.0,10,False,1
6932,6932,7,4,0.0,20,True,1
6933,6933,7,4,0.0,20,False,1
6934,6934,7,4,0.0,30,True,1
6935,6935,7,4,0.0,30,False,1
6936,6936,7,4,0.0,50,True,1
6937,6937,7,4,0.0,50,False,1
6938,6938,7,4,0.0,70,True,1
6939,6939,7,4,0.0,70,False,1
6941,6941,7,4,0.1,10,False,1
6943,6943,7,4,0.1,20,False,1
6944,6944,7,4,0.1,30,True,3
6945,6945,7,4,0.1,30,False,1
6946,6946,7,4,0.1,50,True,1
6947,6947,7,4,0.1,50,False,2
6948,6948,7,4,0.1,70,True,1
6949,6949,7,4,0.1,70,False,1
6951,6951,7,4,0.2,10,False,1
6952,6952,7,4,0.2,20,True,1
6953,6953,7,4,0.2,20,False,1
6954,6954,7,4,0.2,30,True,2
6955,6955,7,4,0.2,30,False,1
6956,6956,7,4,0.2,50,True,1
6957,6957,7,4,0.2,50,False,1
6958,6958,7,4,0.2,70,True,1
6959,6959,7,4,0.2,70,False,1
6961,6961,7,4,0.3,10,False,2
6963,6963,7,4,0.3,20,False,1
6964,6964,7,4,0.3,30,True,1
6965,6965,7,4,0.3,30,False,1
6966,6966,7,4,0.3,50,True,1
6967,6967,7,4,0.3,50,False,1
6968,6968,7,4,0.3,70,True,1
6969,6969,7,4,0.3,70,False,1
6974,6974,7,4,0.4,30,True,1
6976,6976,7,4,0.4,50,True,1
6978,6978,7,4,0.4,70,True,1
6984,6984,7,4,0.5,30,True,3
6986,6986,7,4,0.5,50,True,1
6988,6988,7,4,0.5,70,True,1
6992,6992,7,4,0.6,20,True,3
6994,6994,7,4,0.6,30,True,1
6996,6996,7,4,0.6,50,True,1
6998,6998,7,4,0.6,70,True,1
7004,7004,7,4,0.7,30,True,6
7006,7006,7,4,0.7,50,True,1
7008,7008,7,4,0.7,70,True,8
7014,7014,7,4,0.8,30,True,2
7016,7016,7,4,0.8,50,True,1
7018,7018,7,4,0.8,70,True,8
7022,7022,7,4,0.9,20,True,4
7024,7024,7,4,0.9,30,True,1
7026,7026,7,4,0.9,50,True,1
7030,7030,7,4,1.0,10,True,9
7032,7032,7,4,1.0,20,True,1
7034,7034,7,4,1.0,30,True,1
7036,7036,7,4,1.0,50,True,1
7041,7041,7,5,0.0,10,False,1
7042,7042,7,5,0.0,20,True,2
7043,7043,7,5,0.0,20,False,1
7044,7044,7,5,0.0,30,True,1
7045,7045,7,5,0.0,30,False,1
7046,7046,7,5,0.0,50,True,1
7047,7047,7,5,0.0,50,False,1
7048,7048,7,5,0.0,70,True,1
7049,7049,7,5,0.0,70,False,1
7052,7052,7,5,0.1,20,True,5
7054,7054,7,5,0.1,30,True,1
7056,7056,7,5,0.1,50,True,1
7058,7058,7,5,0.1,70,True,1
7062,7062,7,5,0.2,20,True,5
7064,7064,7,5,0.2,30,True,2
7066,7066,7,5,0.2,50,True,1
7068,7068,7,5,0.2,70,True,1
7072,7072,7,5,0.3,20,True,4
7074,7074,7,5,0.3,30,True,1
7076,7076,7,5,0.3,50,True,1
7078,7078,7,5,0.3,70,True,1
7082,7082,7,5,0.4,20,True,4
7084,7084,7,5,0.4,30,True,2
7086,7086,7,5,0.4,50,True,1
7088,7088,7,5,0.4,70,True,1
7090,7090,7,5,0.5,10,True,9
7092,7092,7,5,0.5,20,True,3
7094,7094,7,5,0.5,30,True,1
7096,7096,7,5,0.5,50,True,1
7098,7098,7,5,0.5,70,True,10
7102,7102,7,5,0.6,20,True,1
7104,7104,7,5,0.6,30,True,2
7106,7106,7,5,0.6,50,True,1
7110,7110,7,5,0.7,10,True,5
7112,7112,7,5,0.7,20,True,1
7114,7114,7,5,0.7,30,True,1
7116,7116,7,5,0.7,50,True,1
7120,7120,7,5,0.8,10,True,8
7122,7122,7,5,0.8,20,True,1
7124,7124,7,5,0.8,30,True,1
7126,7126,7,5,0.8,50,True,1
7130,7130,7,5,0.9,10,True,3
7132,7132,7,5,0.9,20,True,2
7134,7134,7,5,0.9,30,True,1
7136,7136,7,5,0.9,50,True,2
7140,7140,7,5,1.0,10,True,7
7142,7142,7,5,1.0,20,True,2
7144,7144,7,5,1.0,30,True,1
7152,7152,7,6,0.0,20,True,1
7154,7154,7,6,0.0,30,True,1
7156,7156,7,6,0.0,50,True,1
7162,7162,7,6,0.1,20,True,1
7164,7164,7,6,0.1,30,True,1
7166,7166,7,6,0.1,50,True,1
7168,7168,7,6,0.1,70,True,8
7172,7172,7,6,0.2,20,True,1
7174,7174,7,6,0.2,30,True,1
7176,7176,7,6,0.2,50,True,1
7178,7178,7,6,0.2,70,True,3
7180,7180,7,6,0.3,10,True,1
7182,7182,7,6,0.3,20,True,1
7184,7184,7,6,0.3,30,True,1
7186,7186,7,6,0.3,50,True,1
7190,7190,7,6,0.4,10,True,3
7192,7192,7,6,0.4,20,True,2
7194,7194,7,6,0.4,30,True,1
7196,7196,7,6,0.4,50,True,2
7200,7200,7,6,0.5,10,True,9
7202,7202,7,6,0.5,20,True,2
7204,7204,7,6,0.5,30,True,1
7206,7206,7,6,0.5,50,True,2
7210,7210,7,6,0.6,10,True,3
7212,7212,7,6,0.6,20,True,2
7214,7214,7,6,0.6,30,True,1
7216,7216,7,6,0.6,50,True,2
7220,7220,7,6,0.7,10,True,2
7222,7222,7,6,0.7,20,True,1
7224,7224,7,6,0.7,30,True,2
7226,7226,7,6,0.7,50,True,2
7230,7230,7,6,0.8,10,True,1
7232,7232,7,6,0.8,20,True,1
7234,7234,7,6,0.8,30,True,1
7236,7236,7,6,0.8,50,True,4
7240,7240,7,6,0.9,10,True,6
7242,7242,7,6,0.9,20,True,1
7244,7244,7,6,0.9,30,True,1
7246,7246,7,6,0.9,50,True,10
7250,7250,7,6,1.0,10,True,1
7252,7252,7,6,1.0,20,True,1
7254,7254,7,6,1.0,30,True,1
7260,7260,7,7,0.0,10,True,3
7262,7262,7,7,0.0,20,True,1
7264,7264,7,7,0.0,30,True,1
7270,7270,7,7,0.1,10,True,1
7272,7272,7,7,0.1,20,True,2
7274,7274,7,7,0.1,30,True,1
7280,7280,7,7,0.2,10,True,1
7282,7282,7,7,0.2,20,True,1
7284,7284,7,7,0.2,30,True,1
7290,7290,7,7,0.3,10,True,1
7292,7292,7,7,0.3,20,True,1
7294,7294,7,7,0.3,30,True,1
7296,7296,7,7,0.3,50,True,10
7300,7300,7,7,0.4,10,True,2
7302,7302,7,7,0.4,20,True,1
7304,7304,7,7,0.4,30,True,1
7310,7310,7,7,0.5,10,True,2
7312,7312,7,7,0.5,20,True,3
7314,7314,7,7,0.5,30,True,1
7320,7320,7,7,0.6,10,True,1
7322,7322,7,7,0.6,20,True,1
7324,7324,7,7,0.6,30,True,1
7330,7330,7,7,0.7,10,True,3
7332,7332,7,7,0.7,20,True,1
7334,7334,7,7,0.7,30,True,1
7336,7336,7,7,0.7,50,True,1
7340,7340,7,7,0.8,10,True,1
7342,7342,7,7,0.8,20,True,3
7344,7344,7,7,0.8,30,True,1
7350,7350,7,7,0.9,10,True,1
7352,7352,7,7,0.9,20,True,1
7354,7354,7,7,0.9,30,True,1
7360,7360,7,7,1.0,10,True,2
7362,7362,7,7,1.0,20,True,1
7364,7364,7,7,1.0,30,True,1
7370,7370,7,8,0.0,10,True,2
7372,7372,7,8,0.0,20,True,2
7374,7374,7,8,0.0,30,True,1
7380,7380,7,8,0.1,10,True,1
7382,7382,7,8,0.1,20,True,2
7384,7384,7,8,0.1,30,True,1
7390,7390,7,8,0.2,10,True,1
7392,7392,7,8,0.2,20,True,2
7394,7394,7,8,0.2,30,True,1
7400,7400,7,8,0.3,10,True,2
7402,7402,7,8,0.3,20,True,1
7404,7404,7,8,0.3,30,True,1
7410,7410,7,8,0.4,10,True,1
7412,7412,7,8,0.4,20,True,2
7414,7414,7,8,0.4,30,True,1
7420,7420,7,8,0.5,10,True,1
7422,7422,7,8,0.5,20,True,2
7424,7424,7,8,0.5,30,True,1
7430,7430,7,8,0.6,10,True,1
7432,7432,7,8,0.6,20,True,1
7434,7434,7,8,0.6,30,True,1
7440,7440,7,8,0.7,10,True,1
7442,7442,7,8,0.7,20,True,1
7444,7444,7,8,0.7,30,True,1
7450,7450,7,8,0.8,10,True,1
7452,7452,7,8,0.8,20,True,2
7454,7454,7,8,0.8,30,True,1
7460,7460,7,8,0.9,10,True,1
7462,7462,7,8,0.9,20,True,1
7464,7464,7,8,0.9,30,True,1
7470,7470,7,8,1.0,10,True,2
7472,7472,7,8,1.0,20,True,1
7474,7474,7,8,1.0,30,True,1
7476,7476,7,8,1.0,50,True,3
7482,7482,7,9,0.0,20,True,1
7484,7484,7,9,0.0,30,True,1
7492,7492,7,9,0.1,20,True,1
7494,7494,7,9,0.1,30,True,2
7502,7502,7,9,0.2,20,True,1
7504,7504,7,9,0.2,30,True,1
7512,7512,7,9,0.3,20,True,1
7514,7514,7,9,0.3,30,True,1
7522,7522,7,9,0.4,20,True,2
7524,7524,7,9,0.4,30,True,1
7532,7532,7,9,0.5,20,True,5
7534,7534,7,9,0.5,30,True,2
7542,7542,7,9,0.6,20,True,2
7544,7544,7,9,0.6,30,True,1
7550,7550,7,9,0.7,10,True,2
7552,7552,7,9,0.7,20,True,2
7554,7554,7,9,0.7,30,True,1
7560,7560,7,9,0.8,10,True,1
7562,7562,7,9,0.8,20,True,1
7564,7564,7,9,0.8,30,True,1
7570,7570,7,9,0.9,10,True,1
7572,7572,7,9,0.9,20,True,3
7574,7574,7,9,0.9,30,True,1
7580,7580,7,9,1.0,10,True,1
7582,7582,7,9,1.0,20,True,1
7584,7584,7,9,1.0,30,True,1
7592,7592,7,10,0.0,20,True,1
7594,7594,7,10,0.0,30,True,7
7602,7602,7,10,0.1,20,True,1
7604,7604,7,10,0.1,30,True,7
7612,7612,7,10,0.2,20,True,1
7614,7614,7,10,0.2,30,True,2
7622,7622,7,10,0.3,20,True,1
7624,7624,7,10,0.3,30,True,1
7632,7632,7,10,0.4,20,True,1
7634,7634,7,10,0.4,30,True,1
7642,7642,7,10,0.5,20,True,2
7644,7644,7,10,0.5,30,True,1
7652,7652,7,10,0.6,20,True,2
7654,7654,7,10,0.6,30,True,1
